#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
A2ML1	KLK7	9606.ENSP00000299698	9606.ENSP00000470538	0	0	0	0	0.128	0.123	0	0.802	0.835
ACVR2B	SMAD5	9606.ENSP00000340361	9606.ENSP00000441954	0	0	0	0	0.086	0.126	0.500	0.622	0.829
ADCYAP1	SCT	9606.ENSP00000462647	9606.ENSP00000176195	0	0	0	0	0	0	0.400	0.931	0.957
ADCYAP1	CRH	9606.ENSP00000462647	9606.ENSP00000276571	0	0	0	0	0.133	0	0.400	0.636	0.794
ADCYAP1	TAC1	9606.ENSP00000462647	9606.ENSP00000321106	0	0	0	0	0.125	0	0	0.696	0.722
ADCYAP1	VIP	9606.ENSP00000462647	9606.ENSP00000356213	0	0	0	0.742	0.173	0	0.400	0.504	0.732
ADCYAP1	NPY	9606.ENSP00000462647	9606.ENSP00000384364	0	0	0	0	0.141	0	0	0.673	0.707
AHNAK	CHRM1	9606.ENSP00000367263	9606.ENSP00000306490	0	0	0	0	0.042	0	0	0.766	0.766
AMOTL2	LATS2	9606.ENSP00000424765	9606.ENSP00000372035	0	0	0	0	0.119	0.626	0.500	0.650	0.934
ANGPT2	FGFR4	9606.ENSP00000314897	9606.ENSP00000292408	0	0	0	0	0	0.115	0.650	0.188	0.726
ANGPT2	FGFR1	9606.ENSP00000314897	9606.ENSP00000393312	0	0	0	0	0.042	0.115	0.650	0.569	0.855
ANO1	CALD1	9606.ENSP00000347454	9606.ENSP00000354826	0	0	0	0	0.074	0	0	0.720	0.729
ANO3	GNAL	9606.ENSP00000256737	9606.ENSP00000334051	0	0	0	0	0.042	0	0	0.801	0.801
APOA5	PCYOX1	9606.ENSP00000445002	9606.ENSP00000387654	0	0	0	0	0	0	0.720	0.072	0.729
BSND	CLCNKA	9606.ENSP00000498282	9606.ENSP00000332771	0	0	0	0	0.135	0	0.900	0.992	0.999
C1R	C4B	9606.ENSP00000444271	9606.ENSP00000415941	0	0	0	0	0.139	0.288	0.900	0.875	0.991
CACNB1	CACNG3	9606.ENSP00000377840	9606.ENSP00000005284	0	0	0	0	0.085	0	0.540	0.808	0.912
CACNB1	CAMK2A	9606.ENSP00000377840	9606.ENSP00000500386	0	0	0	0	0.214	0	0.650	0.207	0.762
CACNG3	CATSPERG	9606.ENSP00000005284	9606.ENSP00000386962	0	0	0	0	0.042	0	0.720	0.137	0.748
CACNG3	GRIN2B	9606.ENSP00000005284	9606.ENSP00000477455	0	0	0	0	0.186	0	0.720	0.195	0.800
CACNG3	CAMK2A	9606.ENSP00000005284	9606.ENSP00000500386	0	0	0	0	0.339	0	0.650	0.225	0.805
