#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AACS	GALK1	9606.ENSP00000324842	9606.ENSP00000225614	0	0	0	0	0.060	0	0	0.202	0.219
AACS	ALG1	9606.ENSP00000324842	9606.ENSP00000262374	0	0	0	0	0.081	0	0	0.154	0.190
AACS	CBR1	9606.ENSP00000324842	9606.ENSP00000290349	0.042	0	0	0	0.044	0	0.160	0.110	0.224
AACS	NAGS	9606.ENSP00000324842	9606.ENSP00000293404	0	0	0	0	0.121	0	0	0.186	0.254
AACS	HPGDS	9606.ENSP00000324842	9606.ENSP00000295256	0	0	0	0	0	0.071	0	0.161	0.187
AACS	CARTPT	9606.ENSP00000324842	9606.ENSP00000296777	0.055	0	0	0	0.247	0	0.217	0.129	0.450
AACS	STARD5	9606.ENSP00000324842	9606.ENSP00000304032	0	0	0	0	0.044	0	0	0.149	0.152
AACS	RORC	9606.ENSP00000324842	9606.ENSP00000327025	0	0	0	0	0	0	0	0.156	0.156
AACS	TBXAS1	9606.ENSP00000324842	9606.ENSP00000389414	0	0	0	0	0	0	0.170	0.066	0.191
ACVRL1	RMDN2	9606.ENSP00000373574	9606.ENSP00000234195	0	0	0	0	0.049	0.049	0.154	0.051	0.176
ACVRL1	KCNA5	9606.ENSP00000373574	9606.ENSP00000252321	0	0	0	0	0.048	0	0	0.471	0.474
ACVRL1	VWF	9606.ENSP00000373574	9606.ENSP00000261405	0	0	0	0	0.258	0.067	0	0.228	0.419
ACVRL1	TYROBP	9606.ENSP00000373574	9606.ENSP00000262629	0	0	0	0	0.174	0	0	0.065	0.194
ACVRL1	WNT5A	9606.ENSP00000373574	9606.ENSP00000264634	0	0.002	0	0	0.042	0.092	0	0.135	0.181
ACVRL1	ANKRD52	9606.ENSP00000373574	9606.ENSP00000267116	0	0	0	0	0.055	0.095	0	0.115	0.177
ACVRL1	WNT7A	9606.ENSP00000373574	9606.ENSP00000285018	0	0.003	0	0	0	0.092	0	0.140	0.186
