"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4075157";"";"None";"3364.73";"None";"None";"4";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCC(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)C(C)C";"Ki";"'>'";"50.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3994844";"Displacement of [125I]-GLP (7 to 36 residues) from human GLP1R expressed in CHO cell membranes incubated for 30 mins measured after 10 hrs by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994575";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"50.0"
"CHEMBL4066546";"";"None";"3421.82";"None";"None";"6";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCC(=O)NCCCC[C@H](NC(=O)[C@@H](N)Cc2cnc[nH]2)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)C(C)C";"Ki";"'>'";"50.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3994844";"Displacement of [125I]-GLP (7 to 36 residues) from human GLP1R expressed in CHO cell membranes incubated for 30 mins measured after 10 hrs by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994575";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"50.0"
"CHEMBL4094078";"";"None";"3375.75";"None";"None";"7";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCC(=O)NCCCC[C@H](NC(=O)[C@@H](N)Cc2cnc[nH]2)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)C(C)C";"Ki";"'>'";"50.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3994844";"Displacement of [125I]-GLP (7 to 36 residues) from human GLP1R expressed in CHO cell membranes incubated for 30 mins measured after 10 hrs by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994575";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"50.0"
"CHEMBL3426244";"";"None";"1502.71";"None";"None";"4";"CCc1cc(OC)ccc1-c1ccc(C[C@H](NC(=O)[C@@H]2CCCC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](N)Cc3cnc[nH]3)C(=O)N[C@@](C)(Cc3ccccc3F)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N2)C(=O)N[C@@H](CCCc2ccccc2)C(N)=O)cc1";"Ki";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"4.34";"None";"None";"None";"0";"CHEMBL3428276";"Displacement of [125I]-17 from human GLP-1R expressed in CHO cell membranes incubated for 120 mins by scintillation counting based radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3425455";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";"";"300.0"
"CHEMBL3426246";"";"None";"1488.68";"None";"None";"6";"CCc1cc(OC)ccc1-c1ccc(C[C@H](NC(=O)[C@@H]2CCCCNC(=O)CC[C@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](N)Cc3cnc[nH]3)C(=O)N[C@@](C)(Cc3ccccc3F)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N2)C(=O)N[C@@H](CCCc2ccccc2)C(N)=O)cc1";"Ki";"'='";"320.0";"nM";"6.50";"";"";"UO_0000065";"4.36";"None";"None";"None";"0";"CHEMBL3428276";"Displacement of [125I]-17 from human GLP-1R expressed in CHO cell membranes incubated for 120 mins by scintillation counting based radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3425455";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";"";"320.0"
"CHEMBL1933360";"";"None";"475.47";"1";"5.02";"44, (-)-enantiomer";"CCCC(Oc1cnn(-c2ccc(C(F)(F)F)cc2)c1)c1ccc(C(=O)NCCC(=O)O)cc1";"Ki";"'='";"16500.0";"nM";"4.78";"";"";"UO_0000065";"10.06";"0.19";"-0.24";"5.12";"0";"CHEMBL1937452";"Displacement of [125I]GLP-1 from human GLP1R";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933020";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"16.5"
"CHEMBL1933363";"";"None";"474.48";"1";"5.05";"46, (-)-enantiomer";"CCCC(Nc1cnn(-c2ccc(C(F)(F)F)cc2)c1)c1ccc(C(=O)NCCC(=O)O)cc1";"Ki";"'='";"9080.0";"nM";"5.04";"";"";"UO_0000065";"10.63";"0.20";"-0.01";"5.24";"0";"CHEMBL1937452";"Displacement of [125I]GLP-1 from human GLP1R";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933020";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"9.08"
"CHEMBL1933364";"";"None";"528.45";"2";"5.59";"48, (-)-enantiomer";"O=C(O)CCNC(=O)c1ccc(C(CCC(F)(F)F)Nc2cnn(-c3ccc(C(F)(F)F)cc3)c2)cc1";"Ki";"'='";"816.0";"nM";"6.09";"";"";"UO_0000065";"11.52";"0.22";"0.50";"6.33";"0";"CHEMBL1937452";"Displacement of [125I]GLP-1 from human GLP1R";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933020";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"0.816"
"CHEMBL1933365";"";"None";"500.52";"2";"5.44";"50, (-)-enantiomer";"O=C(O)CCNC(=O)c1ccc(C(Nc2cnn(-c3ccc(C(F)(F)F)cc3)c2)C2CCCC2)cc1";"Ki";"'='";"3340.0";"nM";"5.48";"";"";"UO_0000065";"10.94";"0.21";"0.04";"5.69";"0";"CHEMBL1937452";"Displacement of [125I]GLP-1 from human GLP1R";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933020";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"3.34"
"CHEMBL3426243";"";"None";"1488.68";"None";"None";"3";"CCc1cc(OC)ccc1-c1ccc(C[C@H](NC(=O)[C@@H]2CCC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](N)Cc3cnc[nH]3)C(=O)N[C@@](C)(Cc3ccccc3F)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N2)C(=O)N[C@@H](CCCc2ccccc2)C(N)=O)cc1";"Ki";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"5.22";"None";"None";"None";"0";"CHEMBL3428276";"Displacement of [125I]-17 from human GLP-1R expressed in CHO cell membranes incubated for 120 mins by scintillation counting based radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3425455";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";"";"17.0"
