"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL524907";"";"None";"3394.75";"None";"None";"10";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCCNC(=O)CC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc2c[nH]cn2)[C@H](C)O)[C@H](C)O)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(N)=O)C(C)C";"IC50";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"2.56";"None";"None";"None";"0";"CHEMBL972348";"Displacement of [125I]GLP1 from human GLP1R expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150266";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307512";"";"";"";"2.1"
"CHEMBL250310";"";"None";"319.21";"0";"3.29";"6c";"CCCc1nc2cc(Cl)c(Cl)cc2nc1S(C)(=O)=O";"IC50";"'='";"404.0";"nM";"6.39";"";"";"UO_0000065";"20.03";"0.46";"3.10";"10.67";"0";"CHEMBL923946";"Effect on augmentation of [125]GLP1 binding to human GLP1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140467";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.404"
"CHEMBL3238237";"";"None";"658.67";"2";"7.30";"25d";"CC(C)(C)CC[C@H](c1ccc(C(=O)NC[C@@H](O)C(=O)O)cc1)N1C(=O)C(c2cc(Cl)cc(Cl)c2)=N[C@]12CC[C@@H](C(C)(C)C)CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242201";"Antagonist activity at human GLP-1R expressed in CHO cells assessed as inhibition of GLP-1-stimulated cAMP production preincubated for 30 mins followed by GLP-1 induction measured after 45 mins by LANCE assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232855";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3308072";"";"";"";"10000.0"
"CHEMBL3238241";"";"None";"628.64";"2";"7.94";"25h";"CC(C)(C)CC[C@H](c1ccc(C(=O)NCC(=O)O)cc1)N1C(=O)C(c2cc(Cl)cc(Cl)c2)=N[C@]12CC[C@@H](C(C)(C)C)CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242201";"Antagonist activity at human GLP-1R expressed in CHO cells assessed as inhibition of GLP-1-stimulated cAMP production preincubated for 30 mins followed by GLP-1 induction measured after 45 mins by LANCE assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232855";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3308072";"";"";"";"10000.0"
"CHEMBL219882";"";"None";"556.06";"2";"5.80";"Figure 2";"O=C(O)CCNC(=O)c1ccc(CN(CCC(c2ccccc2)c2ccccc2)C(=O)c2ccc(Cl)nc2)cc1";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"7.19";"0.14";"-1.80";"4.02";"0";"CHEMBL911100";"Inhibition of GLP1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139230";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"100.0"
"CHEMBL4068337";"";"None";"474.39";"0";"3.84";"5a";"O=c1[nH]c(=O)n(Cc2ccccc2)c2c1C(C(F)(F)F)(C(F)(F)F)N=C(c1cccs1)N2";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3993843";"Antagonist activity at human GLP-1R expressed in TREx293 cells co-expressing cAMP sensitive luciferase assessed as inhibition of GLP1 (7 to 36 residues) amide-induced cAMP accumulation after 90 mins by GloSensor cAMP assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3992536";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"1.3"
"CHEMBL4095693";"";"None";"518.80";"1";"4.38";"4; VU0138721";"COc1cccc(C2=NC(C(F)(F)F)(C(F)(F)F)c3c(n(-c4ccc(Cl)cc4)c(=O)[nH]c3=O)N2)c1";"IC50";"'='";"5754.4";"nM";"5.24";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3993844";"Antagonist activity at human GLP-1R expressed in TREx293 cells co-expressing cAMP sensitive luciferase assessed as inhibition of exendin-4-induced cAMP accumulation after 90 mins by GloSensor cAMP assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3992536";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"5.24"
"CHEMBL4103452";"";"None";"464.37";"0";"3.39";"5b";"COc1cccc(C2=NC(C(F)(F)F)(C(F)(F)F)c3c(n(CC(C)C)c(=O)[nH]c3=O)N2)c1";"IC50";"'='";"7244.36";"nM";"5.14";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3993843";"Antagonist activity at human GLP-1R expressed in TREx293 cells co-expressing cAMP sensitive luciferase assessed as inhibition of GLP1 (7 to 36 residues) amide-induced cAMP accumulation after 90 mins by GloSensor cAMP assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3992536";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"5.14"
"CHEMBL265428";"";"None";"3593.96";"None";"None";"2";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COCCOCCNC(=O)CCN1C(=O)C=CC1=O)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(N)=O)C(C)C";"IC50";"'='";"5354.0";"nM";"5.27";"";"";"UO_0000065";"1.47";"None";"None";"None";"0";"CHEMBL874550";"Inhibitory concentration required against human GLP1 receptor expressed in CHO cell membrane homogenates";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137923";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308072";"";"";"";"5354.0"
"CHEMBL524660";"";"None";"3289.66";"None";"None";"3CC, c[Cys16,20]GLP-1(7-36)-NH2";"CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2cnc[nH]2)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL991608";"Displacement of [125I]exendin(9-39) from human GLP1R expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151687";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"CHEMBL3307715";"";"";"";""
"CHEMBL3237914";"";"None";"571.64";"2";"6.24";"13o";"C[C@H](c1ccc(C(=O)NCCC(=O)O)cc1)N1C(=O)C(c2ccc(C(F)(F)F)cc2)=N[C@]12CC[C@@H](C(C)(C)C)CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242201";"Antagonist activity at human GLP-1R expressed in CHO cells assessed as inhibition of GLP-1-stimulated cAMP production preincubated for 30 mins followed by GLP-1 induction measured after 45 mins by LANCE assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232855";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3308072";"";"";"";"10000.0"
