#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCC3	SLC10A1	9606.ENSP00000285238	9606.ENSP00000216540	0	0	0	0	0.098	0	0	0.732	0.748
ABCC3	SLC51B	9606.ENSP00000285238	9606.ENSP00000335292	0	0	0	0	0.077	0	0	0.808	0.815
ACOT4	ACOT7	9606.ENSP00000323071	9606.ENSP00000367086	0	0	0	0	0.072	0	0.900	0.461	0.945
ACTA1	VASP	9606.ENSP00000355645	9606.ENSP00000245932	0	0	0	0	0.067	0.900	0	0.982	0.998
ACTA1	ACTN2	9606.ENSP00000355645	9606.ENSP00000355537	0	0	0	0	0.453	0.125	0	0.818	0.905
ACTA1	MYO10	9606.ENSP00000355645	9606.ENSP00000421280	0	0	0	0	0	0.904	0	0.138	0.914
ACTA1	LCP1	9606.ENSP00000355645	9606.ENSP00000381581	0	0	0	0	0.067	0.967	0	0.137	0.971
ACTN2	TCAP	9606.ENSP00000355537	9606.ENSP00000312624	0	0	0	0	0.448	0	0.500	0.899	0.969
ACTN2	SMPX	9606.ENSP00000355537	9606.ENSP00000368808	0	0	0	0	0.581	0	0	0.378	0.728
ADCY1	GNG13	9606.ENSP00000297323	9606.ENSP00000248150	0	0	0	0	0.097	0	0.650	0.534	0.840
ADCY1	CAMK4	9606.ENSP00000297323	9606.ENSP00000282356	0	0	0	0	0.061	0	0.650	0.227	0.724
ADCY1	ADCY2	9606.ENSP00000297323	9606.ENSP00000342952	0	0	0.074	0.833	0.084	0	0.500	0.408	0.715
ADCY1	PDE1A	9606.ENSP00000297323	9606.ENSP00000410309	0	0	0	0	0.084	0	0.650	0.296	0.754
ADCY1	PDE10A	9606.ENSP00000297323	9606.ENSP00000355847	0	0	0	0	0.076	0.126	0.670	0.231	0.768
ADCY1	GNG2	9606.ENSP00000297323	9606.ENSP00000334448	0	0	0	0	0	0	0.650	0.506	0.819
ADCY1	CNR1	9606.ENSP00000297323	9606.ENSP00000358513	0	0	0	0	0.083	0	0.900	0.125	0.912
ADCY2	CAMK4	9606.ENSP00000342952	9606.ENSP00000282356	0	0	0	0	0.059	0	0.650	0.210	0.717
ADCY2	GNG3	9606.ENSP00000342952	9606.ENSP00000294117	0	0	0	0	0.098	0	0.650	0.273	0.750
ADCY2	GNG2	9606.ENSP00000342952	9606.ENSP00000334448	0	0	0	0	0	0.322	0.650	0.270	0.811
ADCY2	PDE10A	9606.ENSP00000342952	9606.ENSP00000355847	0	0	0	0	0.055	0.126	0.670	0.120	0.729
ADCY2	CNR1	9606.ENSP00000342952	9606.ENSP00000358513	0	0	0	0	0.083	0	0.900	0.094	0.909
ADCYAP1	CRH	9606.ENSP00000462647	9606.ENSP00000276571	0	0	0	0	0.133	0	0.400	0.636	0.794
ADCYAP1	TAC1	9606.ENSP00000462647	9606.ENSP00000321106	0	0	0	0	0.125	0	0	0.696	0.722
ADCYAP1	VIPR1	9606.ENSP00000462647	9606.ENSP00000327246	0	0	0	0	0	0.911	0.400	0.999	0.999
ADCYAP1	GNG2	9606.ENSP00000462647	9606.ENSP00000334448	0	0	0	0	0.095	0.800	0.500	0	0.901
ADCYAP1	VIP	9606.ENSP00000462647	9606.ENSP00000356213	0	0	0	0.742	0.173	0	0.400	0.504	0.732
ADCYAP1	NPY	9606.ENSP00000462647	9606.ENSP00000384364	0	0	0	0	0.141	0	0	0.673	0.707
ADRA1B	ADRA1D	9606.ENSP00000306662	9606.ENSP00000368766	0	0	0	0.930	0.099	0.292	0.900	0.301	0.949
AHI1	B9D1	9606.ENSP00000265602	9606.ENSP00000261499	0	0	0	0	0.049	0.154	0.800	0.871	0.976
AKAP5	ROBO2	9606.ENSP00000378207	9606.ENSP00000417335	0	0	0	0	0.042	0	0.900	0.078	0.903
ALB	PVALB	9606.ENSP00000295897	9606.ENSP00000216200	0	0	0	0	0.079	0	0	0.705	0.717
ALB	CCL2	9606.ENSP00000295897	9606.ENSP00000225831	0	0	0	0	0	0	0	0.739	0.739
ALB	LTF	9606.ENSP00000295897	9606.ENSP00000231751	0	0	0	0	0.115	0	0	0.996	0.996
ALB	C3	9606.ENSP00000295897	9606.ENSP00000245907	0	0	0	0	0.127	0.094	0	0.953	0.959
ALB	CD68	9606.ENSP00000295897	9606.ENSP00000250092	0	0	0	0	0	0	0	0.727	0.727
ALB	GFAP	9606.ENSP00000295897	9606.ENSP00000253408	0	0	0	0	0	0.077	0	0.762	0.771
ALB	SERPINF1	9606.ENSP00000295897	9606.ENSP00000254722	0	0	0	0	0.096	0.063	0	0.837	0.849
ALB	TLR2	9606.ENSP00000295897	9606.ENSP00000260010	0	0	0	0	0	0	0	0.733	0.733
ALB	CP	9606.ENSP00000295897	9606.ENSP00000264613	0	0	0	0	0.113	0	0	0.931	0.936
ALB	EGFR	9606.ENSP00000295897	9606.ENSP00000275493	0	0	0	0	0	0	0	0.808	0.808
ALB	AZGP1	9606.ENSP00000295897	9606.ENSP00000292401	0	0	0	0	0.212	0	0	0.660	0.720
ALB	ENO2	9606.ENSP00000295897	9606.ENSP00000437402	0	0	0	0	0.075	0	0	0.713	0.723
ALB	CCK	9606.ENSP00000295897	9606.ENSP00000379472	0	0	0	0	0	0	0	0.733	0.733
ALB	CD86	9606.ENSP00000295897	9606.ENSP00000332049	0	0	0	0	0	0	0	0.736	0.736
ALB	FGF9	9606.ENSP00000295897	9606.ENSP00000371790	0	0	0	0	0	0	0	0.746	0.746
ALB	PF4	9606.ENSP00000295897	9606.ENSP00000296029	0	0	0	0	0	0	0	0.766	0.766
ALB	RBP4	9606.ENSP00000295897	9606.ENSP00000360522	0	0	0	0	0.299	0.099	0	0.687	0.785
ALB	SPP1	9606.ENSP00000295897	9606.ENSP00000378517	0	0	0	0	0.075	0	0	0.798	0.805
ALB	TLR4	9606.ENSP00000295897	9606.ENSP00000363089	0	0	0	0	0	0	0	0.821	0.821
ALB	IGF1	9606.ENSP00000295897	9606.ENSP00000376637	0	0	0	0	0	0	0	0.830	0.830
ALB	SERPINA3	9606.ENSP00000295897	9606.ENSP00000450540	0	0	0	0	0.154	0.065	0	0.900	0.914
ALB	PXDNL	9606.ENSP00000295897	9606.ENSP00000348645	0	0	0	0	0.074	0	0	0.934	0.937
ALKBH1	YTHDC1	9606.ENSP00000216489	9606.ENSP00000463982	0	0	0	0	0	0	0	0.803	0.803
ALKBH1	ALKBH6	9606.ENSP00000216489	9606.ENSP00000368152	0	0	0	0	0.069	0	0	0.953	0.954
AMPH	TRIP10	9606.ENSP00000348602	9606.ENSP00000320117	0	0	0	0	0.051	0.090	0	0.863	0.871
AMPH	CNTNAP2	9606.ENSP00000348602	9606.ENSP00000354778	0	0	0	0	0.086	0	0	0.796	0.805
AMPH	GAD2	9606.ENSP00000348602	9606.ENSP00000365437	0	0	0	0	0.150	0.058	0	0.855	0.874
AMPH	PNMA2	9606.ENSP00000348602	9606.ENSP00000429344	0	0	0	0	0.105	0.052	0	0.888	0.896
AMPH	SH3GL2	9606.ENSP00000348602	9606.ENSP00000369981	0	0	0	0	0.149	0.354	0	0.883	0.930
ANGPT1	FLT3	9606.ENSP00000428340	9606.ENSP00000241453	0	0	0	0	0.048	0.115	0.650	0.355	0.784
ANGPT1	EGFR	9606.ENSP00000428340	9606.ENSP00000275493	0	0	0	0	0.049	0	0.650	0.588	0.850
ANGPT1	FLT1	9606.ENSP00000428340	9606.ENSP00000282397	0	0	0	0	0.062	0.115	0.650	0.952	0.984
ANGPT1	KIT	9606.ENSP00000428340	9606.ENSP00000288135	0	0	0	0	0.099	0.115	0.650	0.499	0.841
ANGPT1	ANGPT2	9606.ENSP00000428340	9606.ENSP00000314897	0	0	0.048	0.960	0.043	0	0.900	0.234	0.920
ANGPT1	MET	9606.ENSP00000428340	9606.ENSP00000317272	0	0	0	0	0.061	0	0.650	0.356	0.770
ANGPT1	CXCR4	9606.ENSP00000428340	9606.ENSP00000386884	0	0	0	0	0	0	0	0.757	0.757
ANGPT2	FLT3	9606.ENSP00000314897	9606.ENSP00000241453	0	0	0	0	0.055	0.115	0.650	0.224	0.743
ANGPT2	EGFR	9606.ENSP00000314897	9606.ENSP00000275493	0	0	0	0	0.049	0	0.650	0.612	0.859
ANGPT2	FLT1	9606.ENSP00000314897	9606.ENSP00000282397	0	0	0	0	0.258	0.115	0.650	0.936	0.983
ANGPT2	KIT	9606.ENSP00000314897	9606.ENSP00000288135	0	0	0	0	0.089	0.115	0.650	0.394	0.806
ANGPT2	FGF13	9606.ENSP00000314897	9606.ENSP00000396198	0	0	0	0	0	0	0	0.714	0.714
ANGPT2	MET	9606.ENSP00000314897	9606.ENSP00000317272	0	0	0	0	0.058	0	0.650	0.379	0.777
ANLN	CCNB1	9606.ENSP00000265748	9606.ENSP00000256442	0	0	0	0	0.607	0	0	0.657	0.860
ANLN	PRC1	9606.ENSP00000265748	9606.ENSP00000377793	0	0	0	0	0.724	0	0	0.442	0.839
APLNR	GNG13	9606.ENSP00000475344	9606.ENSP00000248150	0	0	0	0	0.074	0.120	0.900	0	0.911
APLNR	GNG3	9606.ENSP00000475344	9606.ENSP00000294117	0	0	0	0	0.074	0.120	0.900	0	0.911
APLNR	GNG2	9606.ENSP00000475344	9606.ENSP00000334448	0	0	0	0	0	0.120	0.900	0.076	0.911
AQP1	RHCE	9606.ENSP00000311165	9606.ENSP00000294413	0	0	0	0	0.101	0.800	0	0.160	0.835
ARHGAP44	TRIP10	9606.ENSP00000368994	9606.ENSP00000320117	0	0	0	0	0.044	0.594	0	0.600	0.831
ARL9	RASL11B	9606.ENSP00000492671	9606.ENSP00000248706	0	0	0	0	0.042	0	0	0.851	0.851
ARX	STXBP1	9606.ENSP00000368332	9606.ENSP00000362399	0	0	0	0	0	0.049	0	0.799	0.800
ASB2	CISH	9606.ENSP00000451575	9606.ENSP00000409346	0	0	0	0	0	0	0	0.811	0.811
ASXL1	FLT3	9606.ENSP00000364839	9606.ENSP00000241453	0	0	0	0	0	0	0	0.861	0.861
ATL1	RTN1	9606.ENSP00000351155	9606.ENSP00000267484	0	0	0	0	0.157	0.075	0	0.821	0.848
ATL1	REEP1	9606.ENSP00000351155	9606.ENSP00000392197	0	0	0	0	0.074	0.087	0	0.981	0.983
ATP1A3	ATP1B1	9606.ENSP00000444688	9606.ENSP00000356790	0	0	0	0	0.099	0.822	0.900	0.921	0.998
