#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACTA1	KIT	9606.ENSP00000355645	9606.ENSP00000288135	0	0	0	0	0.056	0.292	0	0.305	0.495
ACTA1	ALB	9606.ENSP00000355645	9606.ENSP00000295897	0	0	0	0	0.042	0	0	0.427	0.428
ACTA1	SCIN	9606.ENSP00000355645	9606.ENSP00000297029	0	0	0	0	0.053	0.333	0	0.258	0.490
ACTA1	PGAM2	9606.ENSP00000355645	9606.ENSP00000297283	0	0	0	0	0.235	0.091	0	0.209	0.403
ACTA1	TCAP	9606.ENSP00000355645	9606.ENSP00000312624	0	0	0	0	0.489	0	0	0.400	0.680
ACTA1	ACTN2	9606.ENSP00000355645	9606.ENSP00000355537	0	0	0	0	0.453	0.125	0	0.818	0.905
ACTA1	CRYAB	9606.ENSP00000355645	9606.ENSP00000433560	0	0	0	0	0.115	0.053	0	0.381	0.436
ACTA1	SMPX	9606.ENSP00000355645	9606.ENSP00000368808	0	0	0	0	0.405	0	0	0.108	0.446
ACTA1	CASQ1	9606.ENSP00000355645	9606.ENSP00000357057	0	0	0	0	0.303	0.103	0	0.267	0.502
ACTA1	SLA	9606.ENSP00000355645	9606.ENSP00000394049	0	0	0	0	0.073	0.070	0	0.481	0.513
ACTA1	MYO10	9606.ENSP00000355645	9606.ENSP00000421280	0	0	0	0	0	0.904	0	0.138	0.914
ACTA1	LCP1	9606.ENSP00000355645	9606.ENSP00000381581	0	0	0	0	0.067	0.967	0	0.137	0.971
ACTN2	PVALB	9606.ENSP00000355537	9606.ENSP00000216200	0	0	0	0	0.246	0.052	0	0.247	0.415
ACTN2	CACNG1	9606.ENSP00000355537	9606.ENSP00000226021	0	0	0	0	0.310	0	0	0.310	0.504
ACTN2	PDLIM4	9606.ENSP00000355537	9606.ENSP00000253754	0	0	0	0	0.068	0.127	0	0.493	0.551
ACTN2	UNC45B	9606.ENSP00000355537	9606.ENSP00000268876	0	0	0	0	0.326	0	0	0.304	0.511
ACTN2	GRIA4	9606.ENSP00000355537	9606.ENSP00000282499	0	0	0	0	0.086	0	0.400	0.107	0.467
ACTN2	SCIN	9606.ENSP00000355537	9606.ENSP00000297029	0	0	0	0	0	0	0	0.462	0.462
ACTN2	PGAM2	9606.ENSP00000355537	9606.ENSP00000297283	0	0	0	0	0.419	0.087	0	0.167	0.519
ACTN2	TCAP	9606.ENSP00000355537	9606.ENSP00000312624	0	0	0	0	0.448	0	0.500	0.899	0.969
ACTN2	MEF2C	9606.ENSP00000355537	9606.ENSP00000340874	0	0	0	0	0.080	0	0	0.416	0.440
ACTN2	MYLK3	9606.ENSP00000355537	9606.ENSP00000378288	0	0	0	0	0.184	0.071	0	0.386	0.494
ACTN2	TAGLN2	9606.ENSP00000355537	9606.ENSP00000357076	0	0	0	0	0.074	0	0	0.485	0.503
ACTN2	TAGLN3	9606.ENSP00000355537	9606.ENSP00000377494	0	0	0	0	0.117	0	0	0.473	0.515
ACTN2	CRYAB	9606.ENSP00000355537	9606.ENSP00000433560	0	0	0	0	0.152	0.090	0	0.440	0.530
ACTN2	NEFL	9606.ENSP00000355537	9606.ENSP00000482169	0	0	0	0	0.134	0.062	0.400	0.148	0.530
ACTN2	CASQ1	9606.ENSP00000355537	9606.ENSP00000357057	0	0	0	0	0.553	0.062	0	0.323	0.691
ACTN2	SMPX	9606.ENSP00000355537	9606.ENSP00000368808	0	0	0	0	0.581	0	0	0.378	0.728
ADAMTS1	VGF	9606.ENSP00000284984	9606.ENSP00000249330	0	0	0	0	0	0	0	0.409	0.409
ADAMTS1	HDC	9606.ENSP00000284984	9606.ENSP00000267845	0	0	0	0	0.044	0	0	0.439	0.440
ADAMTS3	COL24A1	9606.ENSP00000286657	9606.ENSP00000359603	0	0	0	0	0.054	0.071	0.400	0.070	0.444
ADCY1	GNG13	9606.ENSP00000297323	9606.ENSP00000248150	0	0	0	0	0.097	0	0.650	0.534	0.840
ADCY1	CAMK4	9606.ENSP00000297323	9606.ENSP00000282356	0	0	0	0	0.061	0	0.650	0.227	0.724
ADCY1	GNG3	9606.ENSP00000297323	9606.ENSP00000294117	0	0	0	0	0.105	0	0.650	0.092	0.690
ADCY1	SCN8A	9606.ENSP00000297323	9606.ENSP00000346534	0	0	0	0	0.109	0	0	0.358	0.404
ADCY1	KCNC2	9606.ENSP00000297323	9606.ENSP00000449253	0	0	0	0	0.123	0.051	0	0.403	0.460
ADCY1	CCKBR	9606.ENSP00000297323	9606.ENSP00000435534	0	0	0	0	0.086	0	0	0.438	0.464
ADCY1	KCNJ6	9606.ENSP00000297323	9606.ENSP00000477437	0	0	0	0	0.094	0	0	0.434	0.466
ADCY1	PLPPR3	9606.ENSP00000297323	9606.ENSP00000352962	0	0	0	0	0.060	0	0	0.649	0.655
ADCY1	ENTPD3	9606.ENSP00000297323	9606.ENSP00000301825	0	0	0	0	0.055	0	0.650	0.090	0.672
ADCY1	ADCY2	9606.ENSP00000297323	9606.ENSP00000342952	0	0	0.074	0.833	0.084	0	0.500	0.408	0.715
ADCY1	PDE1A	9606.ENSP00000297323	9606.ENSP00000410309	0	0	0	0	0.084	0	0.650	0.296	0.754
ADCY1	PDE10A	9606.ENSP00000297323	9606.ENSP00000355847	0	0	0	0	0.076	0.126	0.670	0.231	0.768
ADCY1	GNG2	9606.ENSP00000297323	9606.ENSP00000334448	0	0	0	0	0	0	0.650	0.506	0.819
ADCY1	CNR1	9606.ENSP00000297323	9606.ENSP00000358513	0	0	0	0	0.083	0	0.900	0.125	0.912
ADCY2	GNG13	9606.ENSP00000342952	9606.ENSP00000248150	0	0	0	0	0.064	0	0.650	0.080	0.672
ADCY2	CAMK4	9606.ENSP00000342952	9606.ENSP00000282356	0	0	0	0	0.059	0	0.650	0.210	0.717
ADCY2	GNG3	9606.ENSP00000342952	9606.ENSP00000294117	0	0	0	0	0.098	0	0.650	0.273	0.750
ADCY2	ENTPD3	9606.ENSP00000342952	9606.ENSP00000301825	0	0	0	0	0.073	0	0.650	0.076	0.674
ADCY2	GNG2	9606.ENSP00000342952	9606.ENSP00000334448	0	0	0	0	0	0.322	0.650	0.270	0.811
ADCY2	S1PR3	9606.ENSP00000342952	9606.ENSP00000365006	0	0	0	0	0	0	0	0.426	0.426
ADCY2	ADCYAP1	9606.ENSP00000342952	9606.ENSP00000462647	0	0	0	0	0.078	0	0	0.475	0.496
ADCY2	AKAP5	9606.ENSP00000342952	9606.ENSP00000378207	0	0	0	0	0.062	0	0	0.485	0.496
ADCY2	PDE1A	9606.ENSP00000342952	9606.ENSP00000410309	0	0	0	0	0.067	0	0.650	0.127	0.690
ADCY2	PDE10A	9606.ENSP00000342952	9606.ENSP00000355847	0	0	0	0	0.055	0.126	0.670	0.120	0.729
ADCY2	CNR1	9606.ENSP00000342952	9606.ENSP00000358513	0	0	0	0	0.083	0	0.900	0.094	0.909
ADCYAP1	SLC32A1	9606.ENSP00000462647	9606.ENSP00000217420	0	0	0	0	0.153	0	0	0.327	0.406
ADCYAP1	GNG13	9606.ENSP00000462647	9606.ENSP00000248150	0	0	0	0	0.085	0	0.500	0.120	0.562
ADCYAP1	SNAP25	9606.ENSP00000462647	9606.ENSP00000254976	0	0	0	0	0.223	0	0	0.306	0.437
ADCYAP1	GRP	9606.ENSP00000462647	9606.ENSP00000256857	0	0	0	0	0.106	0	0	0.557	0.587
ADCYAP1	SLC17A6	9606.ENSP00000462647	9606.ENSP00000263160	0	0	0	0	0.238	0	0	0.479	0.586
ADCYAP1	CBLN2	9606.ENSP00000462647	9606.ENSP00000269503	0	0	0	0	0.166	0	0	0.354	0.439
ADCYAP1	CRH	9606.ENSP00000462647	9606.ENSP00000276571	0	0	0	0	0.133	0	0.400	0.636	0.794
ADCYAP1	SST	9606.ENSP00000462647	9606.ENSP00000287641	0	0	0	0	0.179	0	0	0.600	0.657
ADCYAP1	GNG3	9606.ENSP00000462647	9606.ENSP00000294117	0	0	0	0	0.182	0	0.500	0	0.573
ADCYAP1	CARTPT	9606.ENSP00000462647	9606.ENSP00000296777	0	0	0	0	0.200	0	0	0.461	0.551
ADCYAP1	SCG2	9606.ENSP00000462647	9606.ENSP00000304133	0	0	0	0	0.229	0	0	0.370	0.494
ADCYAP1	FOS	9606.ENSP00000462647	9606.ENSP00000306245	0	0	0	0	0.044	0	0	0.520	0.521
ADCYAP1	TAC1	9606.ENSP00000462647	9606.ENSP00000321106	0	0	0	0	0.125	0	0	0.696	0.722
ADCYAP1	VIPR1	9606.ENSP00000462647	9606.ENSP00000327246	0	0	0	0	0	0.911	0.400	0.999	0.999
ADCYAP1	GNG2	9606.ENSP00000462647	9606.ENSP00000334448	0	0	0	0	0.095	0.800	0.500	0	0.901
ADCYAP1	VIP	9606.ENSP00000462647	9606.ENSP00000356213	0	0	0	0.742	0.173	0	0.400	0.504	0.732
ADCYAP1	ATP1B1	9606.ENSP00000462647	9606.ENSP00000356790	0	0	0	0	0.073	0	0	0.402	0.421
ADCYAP1	INSL3	9606.ENSP00000462647	9606.ENSP00000369017	0	0	0	0	0.042	0	0.400	0.154	0.471
ADCYAP1	GAP43	9606.ENSP00000462647	9606.ENSP00000377372	0	0	0	0	0.182	0	0	0.435	0.518
ADCYAP1	CCK	9606.ENSP00000462647	9606.ENSP00000379472	0	0	0	0	0.137	0	0	0.622	0.660
ADCYAP1	NPY	9606.ENSP00000462647	9606.ENSP00000384364	0	0	0	0	0.141	0	0	0.673	0.707
ADCYAP1	BDNF	9606.ENSP00000462647	9606.ENSP00000414303	0	0	0	0	0	0	0	0.595	0.595
ADCYAP1	NELL2	9606.ENSP00000462647	9606.ENSP00000416341	0	0	0	0	0.130	0	0	0.350	0.410
ADRA1B	GNG13	9606.ENSP00000306662	9606.ENSP00000248150	0	0	0	0	0.074	0.120	0.500	0.045	0.558
ADRA1B	HTR3B	9606.ENSP00000306662	9606.ENSP00000260191	0	0	0	0	0.045	0	0	0.413	0.415
ADRA1B	GNG3	9606.ENSP00000306662	9606.ENSP00000294117	0	0	0	0	0.106	0.120	0.500	0	0.572
ADRA1B	GNG2	9606.ENSP00000306662	9606.ENSP00000334448	0	0	0	0	0	0.171	0.500	0.119	0.602
ADRA1B	CXCR4	9606.ENSP00000306662	9606.ENSP00000386884	0	0	0	0.608	0.071	0.596	0	0.111	0.637
ADRA1B	ADRA1D	9606.ENSP00000306662	9606.ENSP00000368766	0	0	0	0.930	0.099	0.292	0.900	0.301	0.949
ADRA1D	GNG13	9606.ENSP00000368766	9606.ENSP00000248150	0	0	0	0	0.049	0.120	0.500	0.045	0.546
ADRA1D	GNG3	9606.ENSP00000368766	9606.ENSP00000294117	0	0	0	0	0.086	0.120	0.500	0	0.562
ADRA1D	LILRB1	9606.ENSP00000368766	9606.ENSP00000315997	0	0	0	0	0	0.098	0	0.387	0.423
ADRA1D	HCLS1	9606.ENSP00000368766	9606.ENSP00000320176	0	0	0	0	0.052	0.045	0	0.428	0.436
ADRA1D	TAC1	9606.ENSP00000368766	9606.ENSP00000321106	0	0	0	0	0.064	0	0	0.395	0.410
ADRA1D	GNG2	9606.ENSP00000368766	9606.ENSP00000334448	0	0	0	0	0	0.171	0.500	0.119	0.602
ADRA1D	CXCR4	9606.ENSP00000368766	9606.ENSP00000386884	0	0	0	0.600	0.071	0.372	0	0.063	0.406
ADRA1D	HTR2A	9606.ENSP00000368766	9606.ENSP00000437737	0	0	0	0.689	0.059	0	0	0.484	0.494
AEBP1	LRRTM4	9606.ENSP00000223357	9606.ENSP00000387228	0	0	0	0	0	0.042	0	0.437	0.437
AHI1	CEP41	9606.ENSP00000265602	9606.ENSP00000223208	0	0	0	0	0.047	0	0	0.640	0.643
AHI1	GUCA1B	9606.ENSP00000265602	9606.ENSP00000230361	0	0	0	0	0.056	0.111	0	0.383	0.437
AHI1	B9D1	9606.ENSP00000265602	9606.ENSP00000261499	0	0	0	0	0.049	0.154	0.800	0.871	0.976
AHI1	ASXL1	9606.ENSP00000265602	9606.ENSP00000364839	0	0	0	0	0.055	0.100	0	0.353	0.401
AHI1	QDPR	9606.ENSP00000265602	9606.ENSP00000281243	0	0	0	0	0.055	0.097	0	0.368	0.414
AHI1	HTR2C	9606.ENSP00000265602	9606.ENSP00000276198	0	0	0	0	0	0	0	0.419	0.418
AHI1	GABRA1	9606.ENSP00000265602	9606.ENSP00000393097	0	0	0	0	0	0	0	0.422	0.422
AHI1	GABRG2	9606.ENSP00000265602	9606.ENSP00000410732	0	0	0	0	0	0	0	0.428	0.428
AHI1	GABRD	9606.ENSP00000265602	9606.ENSP00000367848	0	0	0	0	0	0.045	0	0.504	0.506
AKAP5	CACNG3	9606.ENSP00000378207	9606.ENSP00000005284	0	0	0	0	0.043	0	0.400	0	0.401
AKAP5	GRIA4	9606.ENSP00000378207	9606.ENSP00000282499	0	0	0	0	0	0	0.500	0.220	0.593
AKAP5	CABP1	9606.ENSP00000378207	9606.ENSP00000317310	0	0	0	0	0.058	0	0	0.585	0.592
AKAP5	MAP2	9606.ENSP00000378207	9606.ENSP00000353508	0	0	0	0	0	0	0	0.405	0.405
AKAP5	WASF1	9606.ENSP00000378207	9606.ENSP00000376367	0	0	0	0	0	0	0	0.491	0.491
AKAP5	KCNC2	9606.ENSP00000378207	9606.ENSP00000449253	0	0	0	0	0.074	0	0.500	0	0.517
AKAP5	ROBO2	9606.ENSP00000378207	9606.ENSP00000417335	0	0	0	0	0.042	0	0.900	0.078	0.903
ALB	HMOX1	9606.ENSP00000295897	9606.ENSP00000216117	0	0	0	0	0	0	0	0.683	0.683
ALB	PVALB	9606.ENSP00000295897	9606.ENSP00000216200	0	0	0	0	0.079	0	0	0.705	0.717
ALB	CHGA	9606.ENSP00000295897	9606.ENSP00000216492	0	0	0	0	0.042	0	0	0.433	0.433
ALB	SLC10A1	9606.ENSP00000295897	9606.ENSP00000216540	0	0	0	0	0.123	0	0	0.658	0.687
ALB	EEF1A2	9606.ENSP00000295897	9606.ENSP00000217182	0	0	0	0	0.070	0	0	0.619	0.630
ALB	CCL2	9606.ENSP00000295897	9606.ENSP00000225831	0	0	0	0	0	0	0	0.739	0.739
ALB	LTF	9606.ENSP00000295897	9606.ENSP00000231751	0	0	0	0	0.115	0	0	0.996	0.996
ALB	EGR1	9606.ENSP00000295897	9606.ENSP00000239938	0	0	0	0	0.044	0	0	0.420	0.421
ALB	C3	9606.ENSP00000295897	9606.ENSP00000245907	0	0	0	0	0.127	0.094	0	0.953	0.959
ALB	HSPB1	9606.ENSP00000295897	9606.ENSP00000248553	0	0	0	0	0	0.162	0	0.642	0.687
ALB	CD68	9606.ENSP00000295897	9606.ENSP00000250092	0	0	0	0	0	0	0	0.727	0.727
ALB	KRT5	9606.ENSP00000295897	9606.ENSP00000252242	0	0	0	0	0.055	0.072	0	0.404	0.432
ALB	GDF15	9606.ENSP00000295897	9606.ENSP00000252809	0	0	0	0	0.110	0	0	0.608	0.636
ALB	GFAP	9606.ENSP00000295897	9606.ENSP00000253408	0	0	0	0	0	0.077	0	0.762	0.771
ALB	SERPINF1	9606.ENSP00000295897	9606.ENSP00000254722	0	0	0	0	0.096	0.063	0	0.837	0.849
ALB	SNAP25	9606.ENSP00000295897	9606.ENSP00000254976	0	0	0	0	0.062	0	0	0.396	0.410
ALB	CHI3L1	9606.ENSP00000295897	9606.ENSP00000255409	0	0	0	0	0.059	0	0	0.398	0.409
ALB	LYVE1	9606.ENSP00000295897	9606.ENSP00000256178	0	0	0	0	0	0	0	0.571	0.571
ALB	CCNB1	9606.ENSP00000295897	9606.ENSP00000256442	0	0	0	0	0.084	0	0	0.454	0.479
ALB	GRP	9606.ENSP00000295897	9606.ENSP00000256857	0	0	0	0	0	0	0	0.593	0.593
ALB	TLR2	9606.ENSP00000295897	9606.ENSP00000260010	0	0	0	0	0	0	0	0.733	0.733
ALB	SLC17A6	9606.ENSP00000295897	9606.ENSP00000263160	0	0	0	0	0	0	0	0.460	0.460
ALB	SYP	9606.ENSP00000295897	9606.ENSP00000263233	0	0	0	0	0	0	0	0.587	0.587
ALB	CP	9606.ENSP00000295897	9606.ENSP00000264613	0	0	0	0	0.113	0	0	0.931	0.936
ALB	CALB1	9606.ENSP00000295897	9606.ENSP00000265431	0	0	0	0	0.044	0	0	0.560	0.561
ALB	FCGR2A	9606.ENSP00000295897	9606.ENSP00000271450	0	0	0	0	0	0	0	0.600	0.600
ALB	EGFR	9606.ENSP00000295897	9606.ENSP00000275493	0	0	0	0	0	0	0	0.808	0.808
ALB	CRH	9606.ENSP00000295897	9606.ENSP00000276571	0	0	0	0	0	0	0	0.453	0.453
ALB	FLT1	9606.ENSP00000295897	9606.ENSP00000282397	0	0	0	0	0	0	0	0.519	0.519
ALB	THY1	9606.ENSP00000295897	9606.ENSP00000284240	0	0	0	0	0	0	0	0.699	0.699
ALB	UCHL1	9606.ENSP00000295897	9606.ENSP00000284440	0	0	0	0	0.050	0.292	0	0.496	0.631
ALB	LY96	9606.ENSP00000295897	9606.ENSP00000284818	0	0	0	0	0	0	0	0.431	0.431
ALB	SST	9606.ENSP00000295897	9606.ENSP00000287641	0	0	0	0	0.048	0	0	0.628	0.630
ALB	KIT	9606.ENSP00000295897	9606.ENSP00000288135	0	0	0	0	0	0	0	0.640	0.640
ALB	CCR5	9606.ENSP00000295897	9606.ENSP00000292303	0	0	0	0	0	0	0	0.497	0.497
ALB	AZGP1	9606.ENSP00000295897	9606.ENSP00000292401	0	0	0	0	0.212	0	0	0.660	0.720
ALB	VIP	9606.ENSP00000295897	9606.ENSP00000356213	0	0	0	0	0	0	0	0.403	0.403
ALB	PCK1	9606.ENSP00000295897	9606.ENSP00000319814	0	0	0	0	0.099	0	0	0.367	0.405
ALB	HSPA1B	9606.ENSP00000295897	9606.ENSP00000364801	0	0	0	0	0	0	0	0.408	0.408
ALB	HCLS1	9606.ENSP00000295897	9606.ENSP00000320176	0	0	0	0	0	0	0	0.409	0.409
ALB	SYN2	9606.ENSP00000295897	9606.ENSP00000480050	0	0	0	0	0	0	0	0.413	0.413
ALB	SOCS3	9606.ENSP00000295897	9606.ENSP00000330341	0	0	0	0	0	0	0	0.415	0.415
ALB	CRYAB	9606.ENSP00000295897	9606.ENSP00000433560	0	0	0	0	0	0.292	0	0.210	0.416
ALB	CNR1	9606.ENSP00000295897	9606.ENSP00000358513	0	0	0	0	0	0	0	0.418	0.418
ALB	S100A4	9606.ENSP00000295897	9606.ENSP00000357704	0	0	0	0	0	0	0	0.418	0.418
ALB	CFD	9606.ENSP00000295897	9606.ENSP00000468253	0	0	0	0	0.059	0.099	0	0.375	0.424
ALB	LIPC	9606.ENSP00000295897	9606.ENSP00000299022	0	0	0	0	0.118	0	0	0.377	0.427
ALB	RET	9606.ENSP00000295897	9606.ENSP00000347942	0	0	0	0	0	0.106	0	0.388	0.429
ALB	CPB1	9606.ENSP00000295897	9606.ENSP00000417222	0	0	0	0	0.064	0	0	0.418	0.432
ALB	RNASE3	9606.ENSP00000295897	9606.ENSP00000302324	0	0	0	0	0	0	0	0.435	0.435
ALB	CYP2C8	9606.ENSP00000295897	9606.ENSP00000360317	0	0	0	0	0.153	0	0	0.377	0.450
ALB	AQP1	9606.ENSP00000295897	9606.ENSP00000311165	0	0	0	0	0.057	0	0	0.445	0.454
ALB	GAP43	9606.ENSP00000295897	9606.ENSP00000377372	0	0	0	0	0.055	0	0	0.452	0.460
ALB	ANGPT1	9606.ENSP00000295897	9606.ENSP00000428340	0	0	0	0	0.049	0.050	0	0.453	0.462
ALB	GAD2	9606.ENSP00000295897	9606.ENSP00000365437	0	0	0	0	0	0	0	0.462	0.462
ALB	TGFB2	9606.ENSP00000295897	9606.ENSP00000355896	0	0	0	0	0	0	0	0.464	0.464
ALB	NLRP3	9606.ENSP00000295897	9606.ENSP00000337383	0	0	0	0	0	0	0	0.481	0.481
ALB	MAP1A	9606.ENSP00000295897	9606.ENSP00000300231	0	0	0	0	0	0	0	0.487	0.487
ALB	IGLL5	9606.ENSP00000295897	9606.ENSP00000431254	0	0	0	0	0	0.292	0	0.311	0.491
ALB	TYRP1	9606.ENSP00000295897	9606.ENSP00000373570	0	0	0	0	0.155	0	0	0.426	0.494
ALB	NOS2	9606.ENSP00000295897	9606.ENSP00000327251	0	0	0	0	0	0	0	0.499	0.499
ALB	OCA2	9606.ENSP00000295897	9606.ENSP00000346659	0	0	0	0	0.080	0	0	0.488	0.508
ALB	TUBB3	9606.ENSP00000295897	9606.ENSP00000320295	0	0	0	0	0.063	0	0	0.497	0.508
ALB	ENTPD3	9606.ENSP00000295897	9606.ENSP00000301825	0	0	0	0	0	0	0	0.515	0.515
ALB	SYN1	9606.ENSP00000295897	9606.ENSP00000295987	0	0	0	0	0	0	0	0.516	0.516
ALB	MET	9606.ENSP00000295897	9606.ENSP00000317272	0	0	0	0	0.065	0	0	0.511	0.523
ALB	GAD1	9606.ENSP00000295897	9606.ENSP00000350928	0	0	0	0	0.049	0	0	0.520	0.524
ALB	NPY	9606.ENSP00000295897	9606.ENSP00000384364	0	0	0	0	0.042	0	0	0.530	0.530
ALB	NEFL	9606.ENSP00000295897	9606.ENSP00000482169	0	0	0	0	0	0	0	0.534	0.534
ALB	C4B	9606.ENSP00000295897	9606.ENSP00000415941	0	0	0	0	0.104	0.094	0	0.478	0.539
ALB	GOT1	9606.ENSP00000295897	9606.ENSP00000359539	0	0	0	0	0.049	0.075	0	0.531	0.552
ALB	PPBP	9606.ENSP00000295897	9606.ENSP00000296028	0	0	0	0	0	0	0	0.581	0.581
ALB	C4A	9606.ENSP00000295897	9606.ENSP00000396688	0	0	0	0	0.126	0.094	0	0.517	0.584
ALB	CA10	9606.ENSP00000295897	9606.ENSP00000405388	0	0	0	0	0.042	0	0	0.593	0.593
ALB	CD163	9606.ENSP00000295897	9606.ENSP00000352071	0	0	0	0	0	0	0	0.597	0.597
ALB	STAB1	9606.ENSP00000295897	9606.ENSP00000312946	0	0	0	0	0.059	0	0	0.592	0.599
ALB	HPRT1	9606.ENSP00000295897	9606.ENSP00000298556	0	0	0	0	0.062	0	0	0.592	0.601
ALB	TAC1	9606.ENSP00000295897	9606.ENSP00000321106	0	0	0	0	0.044	0	0	0.602	0.603
ALB	SNCA	9606.ENSP00000295897	9606.ENSP00000500990	0	0	0	0	0.065	0	0	0.593	0.603
ALB	FGF13	9606.ENSP00000295897	9606.ENSP00000396198	0	0	0	0	0	0	0	0.604	0.604
ALB	SFTPD	9606.ENSP00000295897	9606.ENSP00000361366	0	0	0	0	0.081	0	0	0.594	0.611
ALB	MAP2	9606.ENSP00000295897	9606.ENSP00000353508	0	0	0	0	0	0	0	0.613	0.613
ALB	CXCR4	9606.ENSP00000295897	9606.ENSP00000386884	0	0	0	0	0	0	0	0.615	0.615
ALB	FOS	9606.ENSP00000295897	9606.ENSP00000306245	0	0	0	0	0	0	0	0.621	0.621
ALB	HSPB3	9606.ENSP00000295897	9606.ENSP00000303394	0	0	0	0	0	0	0	0.626	0.626
ALB	SCIN	9606.ENSP00000295897	9606.ENSP00000297029	0	0	0	0	0	0	0	0.638	0.638
ALB	S100A8	9606.ENSP00000295897	9606.ENSP00000357721	0	0	0	0	0	0.162	0	0.604	0.653
ALB	ANGPT2	9606.ENSP00000295897	9606.ENSP00000314897	0	0	0	0	0	0.050	0	0.653	0.656
ALB	PIGR	9606.ENSP00000295897	9606.ENSP00000348888	0	0	0	0	0.049	0	0	0.660	0.662
ALB	BDNF	9606.ENSP00000295897	9606.ENSP00000414303	0	0	0	0	0.044	0	0	0.683	0.684
ALB	ITGB2	9606.ENSP00000295897	9606.ENSP00000380948	0	0	0	0	0	0	0	0.684	0.684
ALB	ENO2	9606.ENSP00000295897	9606.ENSP00000437402	0	0	0	0	0.075	0	0	0.713	0.723
ALB	CCK	9606.ENSP00000295897	9606.ENSP00000379472	0	0	0	0	0	0	0	0.733	0.733
ALB	CD86	9606.ENSP00000295897	9606.ENSP00000332049	0	0	0	0	0	0	0	0.736	0.736
ALB	FGF9	9606.ENSP00000295897	9606.ENSP00000371790	0	0	0	0	0	0	0	0.746	0.746
ALB	PF4	9606.ENSP00000295897	9606.ENSP00000296029	0	0	0	0	0	0	0	0.766	0.766
ALB	RBP4	9606.ENSP00000295897	9606.ENSP00000360522	0	0	0	0	0.299	0.099	0	0.687	0.785
ALB	SPP1	9606.ENSP00000295897	9606.ENSP00000378517	0	0	0	0	0.075	0	0	0.798	0.805
ALB	TLR4	9606.ENSP00000295897	9606.ENSP00000363089	0	0	0	0	0	0	0	0.821	0.821
ALB	IGF1	9606.ENSP00000295897	9606.ENSP00000376637	0	0	0	0	0	0	0	0.830	0.830
ALB	SERPINA3	9606.ENSP00000295897	9606.ENSP00000450540	0	0	0	0	0.154	0.065	0	0.900	0.914
ALB	PXDNL	9606.ENSP00000295897	9606.ENSP00000348645	0	0	0	0	0.074	0	0	0.934	0.937
ALKAL2	CHPF	9606.ENSP00000384604	9606.ENSP00000243776	0	0	0	0	0.461	0	0	0	0.461
