#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABLIM3	KLHL29	9606.ENSP00000425394	9606.ENSP00000420659	0	0	0	0	0.070	0.045	0	0.195	0.222
ACTG1	RPL19	9606.ENSP00000458162	9606.ENSP00000225430	0	0	0	0	0.235	0.091	0	0.105	0.324
ACTG1	PFN1	9606.ENSP00000458162	9606.ENSP00000225655	0	0	0	0	0.252	0.301	0.900	0.871	0.992
ACTG1	DDX5	9606.ENSP00000458162	9606.ENSP00000225792	0	0	0	0	0.118	0.082	0	0.245	0.335
ACTG1	RPS12	9606.ENSP00000458162	9606.ENSP00000230050	0	0	0	0	0.148	0.075	0	0.155	0.277
ACTG1	CTSD	9606.ENSP00000458162	9606.ENSP00000236671	0	0	0	0	0.077	0.050	0	0.222	0.259
ACTG1	CDH1	9606.ENSP00000458162	9606.ENSP00000261769	0	0	0	0	0.061	0.312	0	0.226	0.457
ACTG1	SMARCD3	9606.ENSP00000458162	9606.ENSP00000262188	0	0	0	0	0.084	0.184	0.800	0.090	0.845
ACTG1	RAB7A	9606.ENSP00000458162	9606.ENSP00000265062	0	0	0	0	0.095	0.046	0	0.105	0.160
ACTG1	RPS6KB2	9606.ENSP00000458162	9606.ENSP00000308413	0	0	0	0	0.042	0.144	0	0.099	0.196
ACTG1	CASP2	9606.ENSP00000458162	9606.ENSP00000312664	0	0	0	0	0.044	0.095	0	0.145	0.195
ACTG1	FMN2	9606.ENSP00000458162	9606.ENSP00000318884	0	0	0	0	0.054	0.285	0	0.234	0.437
ACTG1	PKM	9606.ENSP00000458162	9606.ENSP00000320171	0	0	0	0	0.195	0.053	0	0.310	0.428
ACTG1	ATP6V0C	9606.ENSP00000458162	9606.ENSP00000329757	0	0	0	0	0.107	0.068	0	0.061	0.150
ACTG1	RPS3A	9606.ENSP00000458162	9606.ENSP00000346050	0	0	0	0	0.123	0.075	0	0.246	0.335
ACTG1	VPS72	9606.ENSP00000458162	9606.ENSP00000346464	0	0	0	0	0.044	0.259	0	0.104	0.309
