#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACTG1	PFN1	9606.ENSP00000458162	9606.ENSP00000225655	0	0	0	0	0.252	0.301	0.900	0.871	0.992
ACTG1	SMARCD3	9606.ENSP00000458162	9606.ENSP00000262188	0	0	0	0	0.084	0.184	0.800	0.090	0.845
ACTG1	TPM3	9606.ENSP00000458162	9606.ENSP00000498577	0	0	0	0	0.235	0.192	0	0.616	0.742
AGT	CTSD	9606.ENSP00000355627	9606.ENSP00000236671	0	0	0	0	0.052	0	0.750	0.648	0.909
ATP6V0C	ATP6V0D1	9606.ENSP00000329757	9606.ENSP00000290949	0.086	0	0	0	0.676	0.992	0.935	0.842	0.999
ATP6V0C	RPL23	9606.ENSP00000329757	9606.ENSP00000420311	0.057	0	0	0	0.618	0	0	0.349	0.745
CDH1	RPL19	9606.ENSP00000261769	9606.ENSP00000225430	0	0	0	0	0	0.800	0	0.154	0.823
CDH1	RPS12	9606.ENSP00000261769	9606.ENSP00000230050	0	0	0	0	0	0.801	0	0	0.801
CDH1	RPL23	9606.ENSP00000261769	9606.ENSP00000420311	0	0	0	0	0	0.800	0	0	0.800
CDH1	RPS25	9606.ENSP00000261769	9606.ENSP00000435096	0	0	0	0	0	0.800	0	0	0.800
CDH1	RPL26L1	9606.ENSP00000261769	9606.ENSP00000428223	0	0	0	0	0	0.802	0	0	0.802
CDH1	RPS20	9606.ENSP00000261769	9606.ENSP00000429374	0	0	0	0	0	0.803	0	0	0.803
CDH1	RPL37A	9606.ENSP00000261769	9606.ENSP00000418082	0	0	0	0	0	0.800	0	0.056	0.803
CDH1	RPS16	9606.ENSP00000261769	9606.ENSP00000367806	0	0	0	0	0	0.800	0	0.063	0.805
CDH1	RPL36A	9606.ENSP00000261769	9606.ENSP00000404375	0	0	0	0	0	0.808	0	0	0.808
CDH1	RPL6	9606.ENSP00000261769	9606.ENSP00000403172	0	0	0	0	0	0.808	0	0	0.808
CDH1	RPL24	9606.ENSP00000261769	9606.ENSP00000377640	0	0	0	0	0	0.808	0	0	0.808
CDH1	RPS3A	9606.ENSP00000261769	9606.ENSP00000346050	0	0	0	0	0.055	0.804	0	0.060	0.810
CDH1	RPL5	9606.ENSP00000261769	9606.ENSP00000359345	0	0	0	0	0.048	0.800	0	0.096	0.812
FMN2	PFN1	9606.ENSP00000318884	9606.ENSP00000225655	0	0	0	0	0	0.593	0	0.541	0.805
GPN3	NOL6	9606.ENSP00000442770	9606.ENSP00000297990	0	0	0	0	0.724	0	0	0	0.724
KRR1	NIP7	9606.ENSP00000229214	9606.ENSP00000254940	0	0	0	0	0.886	0.131	0.400	0.091	0.938
KRR1	RPS12	9606.ENSP00000229214	9606.ENSP00000230050	0	0	0	0	0.205	0.950	0	0.120	0.962
KRR1	RPS16	9606.ENSP00000229214	9606.ENSP00000367806	0	0	0	0	0.087	0.976	0.400	0.213	0.988
KRR1	RPS3A	9606.ENSP00000229214	9606.ENSP00000346050	0	0	0	0	0.107	0.989	0.400	0.071	0.994
KRR1	NOL6	9606.ENSP00000229214	9606.ENSP00000297990	0	0	0	0	0.213	0.991	0.540	0.678	0.998
NDUFB10	NDUFS2	9606.ENSP00000268668	9606.ENSP00000356972	0	0	0	0	0.387	0.991	0.967	0.810	0.999
NIP7	RPL19	9606.ENSP00000254940	9606.ENSP00000225430	0	0	0	0	0.132	0.842	0	0.066	0.860
NIP7	RPL26L1	9606.ENSP00000254940	9606.ENSP00000428223	0	0	0	0	0.135	0.767	0	0.083	0.799
NIP7	RPL6	9606.ENSP00000254940	9606.ENSP00000403172	0	0	0	0	0.152	0.858	0	0.103	0.882
NIP7	RPL23	9606.ENSP00000254940	9606.ENSP00000420311	0	0	0	0	0.164	0.886	0	0.062	0.902
NOL6	RPS12	9606.ENSP00000297990	9606.ENSP00000230050	0	0	0	0	0.125	0.922	0	0.047	0.929
NOL6	RPS16	9606.ENSP00000297990	9606.ENSP00000367806	0	0	0	0	0.056	0.969	0.400	0.423	0.988
NOL6	RPS3A	9606.ENSP00000297990	9606.ENSP00000346050	0	0	0	0	0.104	0.987	0.400	0.116	0.993
PFKM	PKM	9606.ENSP00000496597	9606.ENSP00000320171	0.079	0	0	0	0.565	0.184	0.183	0.804	0.938
PKM	RPL19	9606.ENSP00000320171	9606.ENSP00000225430	0.111	0	0	0	0.346	0.744	0	0.108	0.849
PKM	RPS3A	9606.ENSP00000320171	9606.ENSP00000346050	0	0	0	0	0.299	0.610	0	0	0.715
PKM	RPL37A	9606.ENSP00000320171	9606.ENSP00000418082	0	0	0	0	0.124	0.743	0	0.104	0.780
PKM	RPL24	9606.ENSP00000320171	9606.ENSP00000377640	0	0	0	0	0.214	0.743	0	0	0.789
PKM	RPL23	9606.ENSP00000320171	9606.ENSP00000420311	0.111	0	0	0	0.442	0.744	0	0.049	0.863
PKM	RPL5	9606.ENSP00000320171	9606.ENSP00000359345	0.111	0	0	0	0.517	0.743	0	0.245	0.905
RPL19	RPL41	9606.ENSP00000225430	9606.ENSP00000449026	0	0	0	0	0.346	0.429	0.900	0.434	0.976
RPL19	RPL39L	9606.ENSP00000225430	9606.ENSP00000389356	0	0	0	0	0.824	0.841	0	0.428	0.982
RPL19	RPL26L1	9606.ENSP00000225430	9606.ENSP00000428223	0.115	0	0	0	0.834	0.972	0	0.452	0.997
RPL19	RPS25	9606.ENSP00000225430	9606.ENSP00000435096	0	0	0	0	0.991	0.995	0	0.757	0.999
RPL19	RPS20	9606.ENSP00000225430	9606.ENSP00000429374	0	0	0	0	0.992	0.995	0	0.579	0.999
RPL19	RPL37A	9606.ENSP00000225430	9606.ENSP00000418082	0	0	0	0	0.956	0.994	0	0.721	0.999
RPL19	RPL24	9606.ENSP00000225430	9606.ENSP00000377640	0	0	0	0	0.991	0.995	0.900	0.388	0.999
RPL19	RPL23	9606.ENSP00000225430	9606.ENSP00000420311	0.231	0	0	0	0.991	0.995	0	0.450	0.999
RPL19	RPL5	9606.ENSP00000225430	9606.ENSP00000359345	0.231	0	0	0	0.991	0.994	0	0.667	0.999
RPL19	RPS16	9606.ENSP00000225430	9606.ENSP00000367806	0.052	0	0	0	0.991	0.995	0	0.606	0.999
RPL19	RPS12	9606.ENSP00000225430	9606.ENSP00000230050	0	0	0	0	0.982	0.995	0	0.269	0.999
RPL19	RPL6	9606.ENSP00000225430	9606.ENSP00000403172	0.111	0	0	0	0.991	0.995	0.900	0.666	0.999
RPL19	RPL36A	9606.ENSP00000225430	9606.ENSP00000404375	0	0	0	0	0.846	0.955	0.900	0.908	0.999
RPL19	RPS3A	9606.ENSP00000225430	9606.ENSP00000346050	0	0	0	0	0.992	0.995	0	0.696	0.999
RPL23	RPS12	9606.ENSP00000420311	9606.ENSP00000230050	0.089	0	0	0	0.991	0.994	0	0.296	0.999
RPL23	RPS3A	9606.ENSP00000420311	9606.ENSP00000346050	0	0	0	0	0.991	0.993	0	0.255	0.999
RPL23	RPL5	9606.ENSP00000420311	9606.ENSP00000359345	0.231	0	0	0	0.991	0.997	0	0.616	0.999
RPL23	RPS16	9606.ENSP00000420311	9606.ENSP00000367806	0.115	0	0	0	0.991	0.995	0	0.410	0.999
RPL23	RPL24	9606.ENSP00000420311	9606.ENSP00000377640	0	0	0	0	0.991	0.995	0	0.625	0.999
RPL23	RPL39L	9606.ENSP00000420311	9606.ENSP00000389356	0	0	0	0	0.835	0.841	0	0.251	0.978
RPL23	RPL6	9606.ENSP00000420311	9606.ENSP00000403172	0.111	0	0	0	0.991	0.993	0	0.399	0.999
RPL23	RPL36A	9606.ENSP00000420311	9606.ENSP00000404375	0	0	0	0	0.955	0.955	0	0.342	0.998
RPL23	RPL37A	9606.ENSP00000420311	9606.ENSP00000418082	0	0	0	0	0.994	0.993	0	0.207	0.999
RPL23	RPL26L1	9606.ENSP00000420311	9606.ENSP00000428223	0.115	0	0	0	0.836	0.979	0	0.315	0.997
RPL23	RPS25	9606.ENSP00000420311	9606.ENSP00000435096	0	0	0	0	0.990	0.995	0	0.321	0.999
RPL23	RPS20	9606.ENSP00000420311	9606.ENSP00000429374	0.120	0	0	0	0.999	0.994	0	0.437	0.999
RPL24	RPS12	9606.ENSP00000377640	9606.ENSP00000230050	0.099	0	0	0	0.999	0.995	0	0.363	0.999
RPL24	RPS3A	9606.ENSP00000377640	9606.ENSP00000346050	0	0	0	0	0.991	0.995	0	0.289	0.999
RPL24	RPL5	9606.ENSP00000377640	9606.ENSP00000359345	0	0	0	0	0.991	0.994	0	0.424	0.999
RPL24	RPS16	9606.ENSP00000377640	9606.ENSP00000367806	0.042	0	0	0	0.991	0.995	0	0.310	0.999
RPL24	RPL41	9606.ENSP00000377640	9606.ENSP00000449026	0	0	0	0	0.466	0.429	0.900	0.155	0.970
RPL24	RPL39L	9606.ENSP00000377640	9606.ENSP00000389356	0.057	0	0	0	0.832	0.842	0	0.159	0.976
RPL24	RPL26L1	9606.ENSP00000377640	9606.ENSP00000428223	0	0	0	0	0.847	0.966	0	0.251	0.995
RPL24	RPL37A	9606.ENSP00000377640	9606.ENSP00000418082	0.055	0	0	0	0.979	0.994	0	0.353	0.999
RPL24	RPS20	9606.ENSP00000377640	9606.ENSP00000429374	0	0	0	0	0.982	0.995	0	0.261	0.999
RPL24	RPS25	9606.ENSP00000377640	9606.ENSP00000435096	0	0	0	0	0.991	0.995	0	0.404	0.999
RPL24	RPL6	9606.ENSP00000377640	9606.ENSP00000403172	0	0	0	0	0.991	0.994	0.900	0.375	0.999
RPL24	RPL36A	9606.ENSP00000377640	9606.ENSP00000404375	0	0	0	0	0.882	0.955	0.900	0.389	0.999
RPL26L1	RPS12	9606.ENSP00000428223	9606.ENSP00000230050	0.057	0	0	0	0.834	0.967	0	0.091	0.994
RPL26L1	RPS3A	9606.ENSP00000428223	9606.ENSP00000346050	0	0	0	0	0.840	0.970	0	0.619	0.998
RPL26L1	RPL5	9606.ENSP00000428223	9606.ENSP00000359345	0.115	0	0	0	0.834	0.979	0	0.388	0.997
RPL26L1	RPS16	9606.ENSP00000428223	9606.ENSP00000367806	0.091	0	0	0	0.834	0.985	0	0.331	0.998
RPL26L1	RPL39L	9606.ENSP00000428223	9606.ENSP00000389356	0	0	0	0	0.701	0.749	0	0.360	0.947
RPL26L1	RPL6	9606.ENSP00000428223	9606.ENSP00000403172	0.079	0	0	0	0.856	0.983	0	0.445	0.998
RPL26L1	RPL36A	9606.ENSP00000428223	9606.ENSP00000404375	0	0	0	0	0.679	0.912	0	0.624	0.988
RPL26L1	RPL37A	9606.ENSP00000428223	9606.ENSP00000418082	0	0	0	0	0.833	0.972	0	0.317	0.996
RPL26L1	RPS25	9606.ENSP00000428223	9606.ENSP00000435096	0	0	0	0	0.838	0.966	0	0.201	0.995
RPL26L1	RPS20	9606.ENSP00000428223	9606.ENSP00000429374	0.102	0	0	0	0.836	0.967	0	0.640	0.998
RPL36A	RPS12	9606.ENSP00000404375	9606.ENSP00000230050	0	0	0	0	0.855	0.955	0	0.160	0.994
RPL36A	RPS3A	9606.ENSP00000404375	9606.ENSP00000346050	0.057	0	0	0	0.851	0.955	0	0.503	0.996
RPL36A	RPL5	9606.ENSP00000404375	9606.ENSP00000359345	0	0	0	0	0.777	0.955	0	0.574	0.995
RPL36A	RPS16	9606.ENSP00000404375	9606.ENSP00000367806	0	0	0	0	0.846	0.955	0	0.339	0.995
RPL36A	RPL39L	9606.ENSP00000404375	9606.ENSP00000389356	0	0	0	0	0.668	0.581	0	0.626	0.943
RPL36A	RPL6	9606.ENSP00000404375	9606.ENSP00000403172	0	0	0	0	0.806	0.955	0.900	0.581	0.999
RPL36A	RPL41	9606.ENSP00000404375	9606.ENSP00000449026	0	0	0	0	0.518	0.287	0.900	0.273	0.971
RPL36A	RPS25	9606.ENSP00000404375	9606.ENSP00000435096	0	0	0	0	0.828	0.955	0	0.488	0.995
RPL36A	RPL37A	9606.ENSP00000404375	9606.ENSP00000418082	0	0	0	0	0.941	0.955	0	0.583	0.998
RPL36A	RPS20	9606.ENSP00000404375	9606.ENSP00000429374	0	0	0	0	0.975	0.955	0	0.497	0.999
RPL37A	RPS12	9606.ENSP00000418082	9606.ENSP00000230050	0	0	0	0	0.974	0.995	0	0.217	0.999
RPL37A	RPS3A	9606.ENSP00000418082	9606.ENSP00000346050	0	0	0	0	0.980	0.995	0	0.577	0.999
RPL37A	RPL5	9606.ENSP00000418082	9606.ENSP00000359345	0	0	0	0	0.944	0.995	0	0.506	0.999
RPL37A	RPS16	9606.ENSP00000418082	9606.ENSP00000367806	0.086	0	0	0	0.982	0.995	0	0.583	0.999
RPL37A	RPL39L	9606.ENSP00000418082	9606.ENSP00000389356	0	0	0	0	0.832	0.841	0	0.187	0.976
